271.55,13.235
277.68,17.89
287.9,23.114
300.17,28.976
318.57,32.689
341.06,32.2
360.48,32.2
379.9,31.244
400.34,29.863
419.76,28.116
440.2,25.685
458.6,22.428
475.98,19.29
491.31,17.89
507.67,13.847
516.87,11.046
529.13,8.172
542.42,6.718
556.73,5.1996
568.99,4.2106
581.26,3.1623
591.48,2.4848
599.66,1.9232
607.84,1.4663
616.01,1.1349
623.17,0.8271
648.72,0.19761
654.86,0.14619
662.01,0.08498
670.19,0.047215
674.28,0.034407
679.39,0.025454
683.48,0.019407
686.54,0.014142
690.63,0.01
